Mar 2020,50,Luxurious and stress-free babymoon,"We visited early March. The weather was sunny and perfect, so we could enjoy the swimmingpools and the beach at the hotel. The hotel, appartments, pools and beach are all very beautiful and clean. It was low season, so we enjoyed a quiet stay without the mass tourism. All the employees were very friendly The appartment/studio was lovely, the beds very good."
Mar 2020,50,Amazing stay at the Grande Real Santa Eulalia,Amazing hotel with great quality of breakfast. Staff all very friendly and helpful. Rooms very clean and cleaners are in every day. Towels provided for the pool area so no need to bring towels with you. Overall a brilliant stay and cant wait to go back again!
Mar 2020,50,Lydia from Canada,Great location and facility. Right on the beach and amazing pool area. Easy access to historical excursions   Accessible to town with free bus service. Apartments and hotel rooms so meet the needs of family and singles. Great breakfast   Excellent value for money. Free parking and can walk to restaurants and grocery shopping out of complex. Stayed for 2 weeks and no complaints at all. Staff in all areas accommodating
Mar 2020,50,Five-Star Luxury in Abufeira,"The Grand Real St. Eulalia has a stunning beach location just east of the town, with great ambience and friendly, very professional staff. We stayed for the month of February in the self-catering apartment complex of two-story 'fisherman's houses' set in attractive, quiet laneways with their own pools and easy access to local restaurant and attractions. The hotel provides a full range of concierge services, and made excellent arrangements for tours, excursions and restaurant reservations. We had a wonderful month and can't wait to return!"
Mar 2020,50,Winter Sunshine,"Excellent stay with requested Seaview room without charge. Birthday celebration acknowledged with cake and bubbly delivered to room. Excellent breakfast choices staying on B and B option. Enjoyed evening meal also at extra charge at 29euro per person, nice for special occasion. Excellent direct beach access location. Overall Excellent value and would not hesitate to return another time."
Mar 2020,50,What a beautiful place!,"I felt welcome from the moment I walked in, my room got upgraded, which was also really really nice (though my suite was now so big I don't even think I used half of it!).Lovely location with a beautiful beach and quite a few pools!"
Mar 2020,50,Brilliant,"We had a great time here our little boy loved the heated outdoor pool and the playground area, the breakfast is phenomenal and their dinners are delicious too, would highly recommend staying here, we stayed here as a couple last year also so our return visit says it all, the staff are very friendly and welcoming and helpful"
Mar 2020,50,Excellent facility,"We thoroughly enjoyed our month at the Grand Eulália. Staff were always pleasant , polite and very helpful. Our apartment was excellent and very clean. Shuttle service was reliable and dependable. We would come back in a minute and will highly so we had our meals elsewhere. We would highly  recommend the facility to friends. The only complaint we have is the quality of the food at the hotel. We were not impressed but the food and service at the beach cafe was superb. Our vacation in Portugal and our stay at the Grand EULÁLIA was one of the best we have ever had. The entire facility is immaculate and service from all employees was prompt. Your employees are very polite and helpful . A wonderful experience for both of us.Jim and Joan Moore."
Mar 2020,50,Highly Recommended,"We stayed for 1 week as a newly wed holiday with my wife and our little son. The hotel has a great location in Albufeira, with a beautiful beach in front. You can reach the old town easily as they provide a free shuttle bus several times a day. Facilities and accommodation are very good.I can make 2 recommendations for improvement: our room had some walls cracked opposite the bath probably from old humidity. A new wall painting will lift its look. In the main restaurant during the dinner some of the foods are served in pots or pans. You have to lift the lids and so every guest will do so which is not hygienic. Moreover those lids you have to put somewhere around while you help yourself thus damaging the while covers around. The standard practice in restaurants of this class is to have warming tools with small flames underneath which should keep the pots warm but without the need for lids. Alternatively some staff serving from them. My sound minor but these days is a matter of hygiene Our trip was lovely and the staff worked hard every day. Thank you."
Mar 2020,40,Nice Hotel,"Very friendly staff, apartment was clean but could do with a little updating. As could the decking around the pools, would rate this 4* not 5*. I would return to this hotel again out of season. Could do with a few less steps down to the beach as this was difficult with a buggy. Was a bit of a walk to the nearest supermarket that’s open this time of year, all local restaurants were closed, would be good if this is mentioned and then maybe some better deals to include food with a room only booking, as this did turn a cheap stay into a more expensive one."
Mar 2020,50,"Excellent hotel,food and staff","Excellent service and quality,good food friendly and helpful staff very clean the rooms and the rest of the hotel the beach is cleaned regularly also the buss who takes you to albufeira is a very good idea I will definitely return and recommend the hotel AAA++++++"
Mar 2020,40,SHORT STAY,Hotel was clean and on the beach. No tea or coffee in room.Our room was a bit dated and in shade nearly all day. Bed was excellent size. A few extra touches needed before been a 5 star hotel.But all in all a good hotel and excellent beach location
Mar 2020,10,I wish I had known.,"Just going to do bullet points . . *Nothing much going on* No onsite shop , nearest 1 a good 15 minute walk , not good with a toddler* Beautiful views* beach nice* Staff at Atlantico Surely dont smile or even react to you .* Maids good , rooms cleaned daily* 15 minute walk to nearest civilisation * Rooms need updating,  good luck self catering dont even get any pans, but there was a hand blender !* beds quite hard * not many of the onsite restaurants open out of season."
Mar 2020,40,our family stay in santa eulalia,"we had a great stay, 6 days of sun shine (not very common for this time of year), we loved to have lunch at the beach bar, the Atlantico salad here is fabulous (fresh shrimps and great cocktail sauce). Also for the kids they have nice food options. Too bad that there is no indoor swimming pool available for kids (the one at the spa is only for adults). Outside there is one heated pool which is still a bit cold when the temperatures are around 18-20 degrees with wind. The girls had a great time though. The breakfast was also great, lots of choice, and fresh fruit (juice)! The chairs in the restaurant were not that comfortable and some were unstable. If you have doubts about where to go for dinner, ask the reception staff. We went to two of their suggestions and had a great experience and good food."
Mar 2020,30,Not a 5 Star,This is not a 5 star hotel. I spend around 120 to 130 nights a year in 4 and 5 star hotels all over the world so feel I am able to recognise a proper 5 star hotel.The rooms are a good size but need a refurb. Beds are very hard which may suit some people. They have a crazy system with tea and coffee in the rooms. You get a kettle and a few tea/coffee bags on arrival but no milk. Milk can be bought from the bar at 2 euros a small jug. Once you have used your tea / coffee bags you have to buy replacements !!!The breakfast selection is quite good but the hot items are never more than just warm. The evening buffet is overpriced at 29 euros per person and again the hot items were never more than luke warm.I suppose as a holiday hotel it is OK provided you did not spend too much on your room.It does offer a variety of sports facilities.
Mar 2020,30,NOT A REAL 5 STAR HOTEL,This 5 star hotel seems poorly maintaine. Poroblem with the air conditioning and refrigerator.in our room. No ice cube facility having to ask at the bar for ice cubes and get in a small glass instead of what it should be in a bucket for a 5 star hotel. Only one complementary bottle of water. Only 2 coffee packages in the room that are not replaced each day unless I pay; room not well cleaned until I complained. Bathroom sink a bit damaged. Elevators doors worn and seem dirty. ALL I ALL DOES NOT SEEM LIKE A 5 STAR HOTEL.
Mar 2020,50,Fabulous Hotel,"Thank you for a wonderful weekend spent looking at wedding venue. WE will be booking another stay very soon.Great location and beautiful facilities, Staff wonderful. Wedding planner gave great information. We have booked my sons wedding for May 2021."
Mar 2020,50,Wedding booking,Had a wonderful stay and was fully satisfied with services provided and like it so much we booked our wedding here. My partner and I took our parents here and every single one of us thoroughly enjoyed it.
Mar 2020,40,4 night stay,"Great hotel in lovely beach side location. Friendly efficient helpful staff, comfy beds. Too cold to swim in sea or unheated pools at this time of year, only one outdoor pool was heated and it was small. Would be better if another outdoor pool was also heated. Spa pool felt overpriced considering the temperature, it could have been much warmer.Otherwise a great stay!"
Mar 2020,50,Vantage beach location,"Great hotel for a relaxing break, good food, lovely front desk reception staff (very helpful), decent gym & amenities, not too far from restaurants & town centre, ample free parking. Would visit again"
Feb 2020,50,Great hotel for families with kids!,"The hotel has everything you need to keep your child entertained for a week. Staff were very kind and helpful. Albufeira itself is not the most beautiful town in Portugal, but the hotel has everything you need, and therefore you can have a great holiday just sticking to the area around the hotel."
Feb 2020,40,Fine,Please make the water in second piscine so warm as the other!Please be more clear about the price of coffee/thee/water in the room!Please show the prices of the restaurant on a brochure in the room.
Feb 2020,50,Excellent hotel,"Enjoyed a lovely week here during February half term with my 2 daughters and my mum. We had a one bedroom apartment with sofa bed in the lounge. The one bedroom apartments are all on the ground floor. I requested to be as close as possible to the main building as my mum has walking difficulties. This was honored and made a big difference to our stay. The site is huge so worth requesting this if needed. I agree with some of the other reviews that the decor is slightly dated, but this is only in style rather than state of repair. I personally loved the brightly decorated rooms. Who cares if it's not the latest style! The apartment was spotless and cleaned daily unless you put up the 'do not disturb'. It's not 5 star by UK standards but you are still comfortable in clean and pleasant surroundings and I had no complaints. We had a little patio with table and chairs and clothes airer. This overlooked the car park but the grounds are planted with such lovely trees and plants that it was no issue. We were able to watch little birds and other wildlife from our patio.All the staff we encountered were so pleasant and helpful and we felt very welcome. The breakfast is out of this world! So much choice and all so fresh and delicious! We didn't eat at the hotel at other times so can't comment on that. We enquired about the evening buffet but at €30 a head we gave it a miss! We ordered in takeaways through Uber Eats and Gato Gordo and I met them outside the main building. This worked well and were always delivered on time and with a smile. We also cooked in the apartment. All utensils were there but we could have done with a peeler! We noticed on the last day that the microwave was in fact a combi oven so we could've cooked more! If you want a supermarket with a decent amount of choice it's worth taking a taxi to the Albufeira shopping centre where there is a good sized supermarket. The Intermarché (about 15 minutes walk) was OK but a bit pricey. We used a lot of taxis due to my mum's mobility difficulties and found them all pretty reasonable (especially as there were 4 of us). All the taxi drivers were very pleasant and helpful. I sometimes used Uber which were very competitive but called Real Transfers (I think they are linked to the hotel) when I couldn't get online. The pool and beach were both lovely. The heated pool was just about an acceptable temperature for maximum half an hour (February) before feeling chilly. The other pools are not heated. The beach is beautiful. Nice soft and clean sand and great views. Towels are provided for pool and beach use so no need to pack any! I wish I'd known that before bringing loads!It is rare that I return to the same holiday accommodation but I would definitely return to the Grande Real Santa Eulalia. Gorgeous holiday!"
Feb 2020,40,Beautiful location,"We stayed in an apartment close to the hotel. It was very spacious and had all the amenities we needed - 2 bedrooms, 2 bath, kitchenette. Shuttle into town a few times a day.Food was adequate, but found to be pricey compared to the quality and selection you can get in town. All staff were friendly and sincere - very helpful and relatively prompt service. I had 2 teen boys with me. It would have been nice for them to have a games room or sports equipment, but we were only there for a few days and they enjoyed exploring the beach. We also did the surf lessons through a private company organised by the hotel - and this was amazing. Totally worth it and more beautiful beaches. Trip exceeded my expectations!"
Feb 2020,50,"Paul from Stratford, Ontario",Excellent Hotel! Staff are extremely friendly and helpful. Morning buffet and service was the best we experienced in Portugal. Room was large with a balcony overlooking the ocean. Very clean hotel. Free shuttle service to new and old town was added value. Will definitely return.
Feb 2020,50,Homely and pleasant accomodation,"I ´ll be back for sure!!! I chose the hotel because I am familar with Acoteias, Olhos de Auga and Albufeira. I appreciate a relaxed atmosphere instead of snobbistc behavour. The location is absolutely top."
Feb 2020,50,Perfect holiday,We come every year.My son love the Kids Club!I love the burgers. We like everything there. We will come back!!!!!!!!!Everything was perfect!!!!!!!!!!!!!!Thank you for your services!!!!!!!!!!!!!See you next year!!!!!!!!!!!!!!!!
Feb 2020,40,First visit to Portugal ,"Returned yesterday from this hotel in Portugal, on the whole it was a lovely holiday but there are a few things that we felt could be improved upon.  Whilst there I celebrated my birthday, on the afternoon I was very surprised by a knock at the door and a tray with a cake and a bottle of bubbly was delivered, from the management and staff, it was a lovely surprise and very much appreciated. The Pro’s - the hotel is lovely as are the staff, the situation of the hotel right on the beach is beautiful.  The shuttle bus to the new and old town are a definite plus.The meals generally were quite good, but it did seem that a large majority of the meals in the evenings were very heavily flavoured with garlic.  The breakfast was excellent and the choices vast.The cons - Whilst we were there there was a conference at the hotel for 3 nights, the guests of the hotel were not advised this was going to happen.  On the second two nights there was a burger/hot dog stall positioned next to the beach wall.  The noise from the conference attendees was horrendous, shouting and singing till 4.00am & 6.00am,  there was no consideration at all given to paying guests who were hoping for a restful & peaceful holiday.  We initially had to ask to move rooms as when sitting on the balcony the people on the next balcony appeared to be chain smokers and it was impossible to sit out and enjoy the view.  As non smokers this was a real problem for us, we had upgraded to a sea view room to be able to enjoy sitting out during the day and the evening. Reception staff were excellent and moved us very quickly.  This again became a problem on the last 4 nights of our stay as the people underneath our room were also smokers and this again impacted upon us being able to sit out. The smell was disgusting and wafted into our room, not a pleasant experience.Would it be an idea to have one side of the hotel allocated to smokers and the other side to non smokers then everybody could enjoy their little bit of space.The second week was much busier and there were a lot of children of all ages in the hotel, I know the hotel is not adult only but I wonder if it might be an idea and perhaps safer to have a separate time for families to use the dining room, the concern was that there were a lot of small children milling around when people were getting their meals and making their way back to their tables, the chances of accident was very real. A lovely hotel, the weather was amazing whilst we were there, Portugal as a destination and the people make it a great place to visit.  We have already booked for next year."
Feb 2020,50,Really good,"Have been to the beach bar here today,we are staying at the hotel and spa across the road.We had the vegetarian lasagne,steak sandwich and spaghetti bolognese. Service is rapid,food was really good and very reasonably priced. Would definitely recommend."
Feb 2020,50,Excellent hotel,"Just back form a long weekend stay and had brilliant time. Hotel grounds very impressive and well kept and with private beach access. The room was huge, clean with lovely sea view. Breakfast in restaurant was plenty, loved the fresh fruits and there was even prosecco :). Free shuttle to old town in Albufeira few time daily and loads of bars/restaurants 10 min walk away. The staff all around the hotel was very kind and attentive, always smiling. I did not like the idea of having to pay for each teabag or coffee sachet I use in the room, even for the sugar ( that would be the only negative point I have), so I just got my own supplies from nearby shop and there was a fridge in the room to store the milk. Overall great relaxing stay and would love to come back."
Feb 2020,50,Excellent,"Excellent service, beautiful location, delicious food , friendlig personal.Design of the hotel is very attractive and stylish, beach is perfect. Breakfast included a lot of fresh fruits .I had a lively week to stay."
Feb 2020,40,Great Location and Service,"We enjoyed three nights at this resort. Weather in February was excellent with sunshine everyday. Spouse loved our stay so much she wants to spend full month next year. We stayed in a one bedroom apartment with kitchen, and a patio and it was very suitable to our needs. As it was the off season, the whole complex was very quiet. Food in the main restaurant was very good and staff attentive. Couple of things to note: the kitchen has all appliances but has no provisions (even coffee and sugar) and there is no dish soap for washing up. Beds are very hard as others have noted. Lastly, management should design and print a map of their property detailing all restaurants, bars, etc and easy access to the beautiful beach. Would definitely stay here again inspite of minor issues noted."
Feb 2020,50,Very nice resort in a quiet surrounding,"Like this resort because of the friendly staff, it was very clean and quiet. And the most important; the location and the view. The food was delicious and especially the breakfast was excellent and a large variety !!!!!!!"
Jan 2020,50,Grande Is a Real good Hotel,"My Wife,Granddaughter,and myself  enjoyed our weeks Stay at this Hotel.From arrival at reception,suitcases taken to room,warm and friendly welcome from staff.then getting our room witch was as described, with a beautiful sea view.We all enjoyed our meals at both restaurants(and burger bar at the beach) and the staff were always warm and welcoming,especially the head of restaurant who said I looked Like Santa(I do) had a laugh.The free shuttle bus mon.to fri. was very welcome,to visit new and old towns.The outdoor swimming pools were great,but very cold (I am Scottish so did not bother me)but once in was great.I had 2 sessions in the Turkish bath,at only 5 euros per session was fantastic value for money,and highly recommend it.So to sum up,I give this hotel 5 star rating,and thank them for a perfect week."
Jan 2020,50,Lovely resort,Beautiful hotel with very big space .has a good view towards the sea ..with lovely beach side ..excellent for walk during sunset. Been here with my two friends enjoyed alot .the high street is 10 minutes walk .good places around to explore..............................................
Jan 2020,50,We couldn't fault anything,"My partner and I stayed for a week, and were swept away by the hotel itself and how friendly and helpful the staff were. We can't wait to go back. It was one of the best holidays we've ever had. Everything was amazing."
Jan 2020,10,Beware shady practices,"Do not book here, they overbook the rooms and cancel on you! Having booked and deposited for a room over two months ago we received a message saying our room was to be cancelled and we were no longer welcome to stay. Be very wary of booking here as there is a good chance you will never make it to your room!"
Jan 2020,50,Great resort - will come back with pleasure.,"Great hotel resort - well-situated directly on the beach, comfortable, quite modern building, friendly staff. Free parking. Each room has a balcony and a kettle. English TV channels. Would love to come back in summer to use outdoor swimming pools, beach, and a variety of restaurant/bars/disco. The only minor improvements I suggest are free tea/coffee in the room, some renovation of the furniture and a little special touch at breakfast."
Jan 2020,50,The best for January,We enjoyed our sea view room a lot. Even during this time of the year the climate is real nice. Location of the hotel is perfect. Staf is very kind & helpfull. Breakfast with the variety of fresh fruits is outstanding. Price/Performance (January 2020) almost impossible. They will see us again!
Jan 2020,50,Birthday get away ,What like to say a big thank you to all staff at grande real Santa eulalia for our amazing stay with them was there with my wife for our birthdays my 40th my wife ordered room service and I received a birthday cake and bottle of prosecco complementary the room was large and the sea view totally amazing rooms cleaned every day very friendly staff would do anything for you even for January the weather was great for the time of year old town well worth the visit very beautiful not much open but still shop and bars open for things to do just a beautiful place to visit with be back again thank grande real santa eulalia
Jan 2020,50,Great beach,We stayed here last year with 2 friends had a great time nice staff very helpful room very nice cleaned every day three pools we were self catering so did not use the restaurant but have booked again for June and we are going bed and breakfast looking forwood to getting back beach is fantastic
Jan 2020,50,Fabulous 5 Star,"This hotel is everything a 5 star hotel stands for. From the moment both my boyfriend and I stepped inside the hotel to the moment we departed, we were treated with top of the range 5 star service. We requested a sea view, quiet room and a kettle - all to which we received. The room was so spacious. The attention to detail from the hotel was admirable. The private beach is a gem, we spent quite some time here, very peaceful! There is 3 pools, one was heated so we could spend time in it. The majority of the people in the hotel spoke English or at least tried to which really helps! There was a large selection for breakfast which we really enjoyed each morning. Our room was cleaned very well each day. There’s a shuttle bus to new and old town for free which was very handy! (only during weekdays however) We did have to use taxis a little bit, however the taxi service “real transfers” which we used each time was 5 star service also!! The taxi driver we had was so friendly and gave us lots of information on the areas we went to! Nothing was ever an issue. We preferred vidamoura a lot more than old and new town it’s a 20 minute taxi but well worth it. A lot was open and it has a greater selection of restaurants. Highly recommend the restaurant san martino (Italian) 5 min drive from hotel - it was delish!    We would absolutely return to this hotel as it ticked all boxes for a fun relaxing holiday with zero stress."
